==============================
Result: UB = 3403

1224	(35,35)	0	102
1223	(35,34)	1	212
1222	(35,33)	0	124
1221	(35,32)	0	100000000
1220	(35,31)	0	239
1219	(35,30)	0	216
1218	(35,29)	0	188
1217	(35,28)	0	224
1216	(35,27)	0	180
1215	(35,26)	0	142
1214	(35,25)	0	176
1213	(35,24)	0	153
1212	(35,23)	0	140
1211	(35,22)	0	106
1210	(35,21)	0	121
1209	(35,20)	0	76
1208	(35,19)	0	75
1207	(35,18)	0	44
1206	(35,17)	0	27
1205	(35,16)	0	38
1204	(35,15)	0	168
1203	(35,14)	0	172
1202	(35,13)	0	165
1201	(35,12)	0	133
1200	(35,11)	0	134
1199	(35,10)	0	134
1198	(35,9)	0	80
1197	(35,8)	0	151
1196	(35,7)	0	131
1195	(35,6)	0	205
1194	(35,5)	0	218
1193	(35,4)	0	171
1192	(35,3)	0	248
1191	(35,2)	0	211
1190	(35,1)	0	228
1189	(34,35)	0	172
1188	(34,34)	0	146
1187	(34,33)	1	32
1186	(34,32)	0	144
1185	(34,31)	0	224
1184	(34,30)	0	100000000
1183	(34,29)	0	95
1182	(34,28)	0	56
1181	(34,27)	0	93
1180	(34,26)	0	124
1179	(34,25)	0	71
1178	(34,24)	0	92
1177	(34,23)	0	100
1176	(34,22)	0	120
1175	(34,21)	0	102
1174	(34,20)	0	144
1173	(34,19)	0	157
1172	(34,18)	0	138
1171	(34,17)	0	156
1170	(34,16)	0	211
1169	(34,15)	0	165
1168	(34,14)	0	126
1167	(34,13)	0	135
1166	(34,12)	0	142
1165	(34,11)	0	126
1164	(34,10)	0	123
1163	(34,9)	0	151
1162	(34,8)	0	225
1161	(34,7)	0	186
1160	(34,6)	0	138
1159	(34,5)	0	115
1158	(34,4)	0	131
1157	(34,3)	0	84
1156	(34,2)	0	51
1155	(34,1)	0	86
1154	(33,35)	0	70
1153	(33,34)	0	108
1152	(33,33)	0	113
1151	(33,32)	1	48
1150	(33,31)	0	191
1149	(33,30)	0	240
1148	(33,29)	0	75
1147	(33,28)	0	100000000
1146	(33,27)	0	72
1145	(33,26)	0	168
1144	(33,25)	0	140
1143	(33,24)	0	87
1142	(33,23)	0	108
1141	(33,22)	0	116
1140	(33,21)	0	136
1139	(33,20)	0	118
1138	(33,19)	0	160
1137	(33,18)	0	173
1136	(33,17)	0	154
1135	(33,16)	0	172
1134	(33,15)	0	227
1133	(33,14)	0	181
1132	(33,13)	0	142
1131	(33,12)	0	151
1130	(33,11)	0	158
1129	(33,10)	0	142
1128	(33,9)	0	139
1127	(33,8)	0	167
1126	(33,7)	0	241
1125	(33,6)	0	241
1124	(33,5)	0	193
1123	(33,4)	0	170
1122	(33,3)	0	186
1121	(33,2)	0	139
1120	(33,1)	0	106
1119	(32,35)	0	102
1118	(32,34)	0	86
1117	(32,33)	0	124
1116	(32,32)	0	129
1115	(32,31)	1	63
1114	(32,30)	0	128
1113	(32,29)	0	168
1112	(32,28)	0	90
1111	(32,27)	0	89
1110	(32,26)	0	100000000
1109	(32,25)	0	97
1108	(32,24)	0	68
1107	(32,23)	0	15
1106	(32,22)	0	36
1105	(32,21)	0	44
1104	(32,20)	0	64
1103	(32,19)	0	46
1102	(32,18)	0	88
1101	(32,17)	0	101
1100	(32,16)	0	82
1099	(32,15)	0	100
1098	(32,14)	0	155
1097	(32,13)	0	109
1096	(32,12)	0	70
1095	(32,11)	0	79
1094	(32,10)	0	86
1093	(32,9)	0	79
1092	(32,8)	0	106
1091	(32,7)	0	104
1090	(32,6)	0	169
1089	(32,5)	0	183
1088	(32,4)	0	135
1087	(32,3)	0	185
1086	(32,2)	0	201
1085	(32,1)	0	154
1084	(31,35)	0	121
1083	(31,34)	0	91
1082	(31,33)	0	101
1081	(31,32)	0	52
1080	(31,31)	0	66
1079	(31,30)	1	76
1078	(31,29)	0	156
1077	(31,28)	0	196
1076	(31,27)	0	103
1075	(31,26)	0	56
1074	(31,25)	0	28
1073	(31,24)	0	100000000
1072	(31,23)	0	57
1071	(31,22)	0	43
1070	(31,21)	0	64
1069	(31,20)	0	72
1068	(31,19)	0	92
1067	(31,18)	0	74
1066	(31,17)	0	81
1065	(31,16)	0	129
1064	(31,15)	0	110
1063	(31,14)	0	128
1062	(31,13)	0	183
1061	(31,12)	0	137
1060	(31,11)	0	98
1059	(31,10)	0	107
1058	(31,9)	0	114
1057	(31,8)	0	107
1056	(31,7)	0	134
1055	(31,6)	0	132
1054	(31,5)	0	197
1053	(31,4)	0	211
1052	(31,3)	0	163
1051	(31,2)	0	198
1050	(31,1)	0	214
1049	(30,35)	0	167
1048	(30,34)	0	134
1047	(30,33)	0	119
1046	(30,32)	0	114
1045	(30,31)	0	80
1044	(30,30)	0	94
1043	(30,29)	1	126
1042	(30,28)	0	206
1041	(30,27)	0	192
1040	(30,26)	0	147
1039	(30,25)	0	92
1038	(30,24)	0	78
1037	(30,23)	0	50
1036	(30,22)	0	100000000
1035	(30,21)	0	93
1034	(30,20)	0	114
1033	(30,19)	0	122
1032	(30,18)	0	129
