==============================
Result: UB = 3011

1088	(33,33)	0	102
1087	(33,32)	1	212
1086	(33,31)	0	124
1085	(33,30)	0	100000000
1084	(33,29)	0	239
1083	(33,28)	0	188
1082	(33,27)	0	224
1081	(33,26)	0	180
1080	(33,25)	0	142
1079	(33,24)	0	176
1078	(33,23)	0	153
1077	(33,22)	0	140
1076	(33,21)	0	106
1075	(33,20)	0	76
1074	(33,19)	0	75
1073	(33,18)	0	44
1072	(33,17)	0	27
1071	(33,16)	0	38
1070	(33,15)	0	168
1069	(33,14)	0	172
1068	(33,13)	0	165
1067	(33,12)	0	133
1066	(33,11)	0	134
1065	(33,10)	0	80
1064	(33,9)	0	123
1063	(33,8)	0	104
1062	(33,7)	0	151
1061	(33,6)	0	131
1060	(33,5)	0	205
1059	(33,4)	0	218
1058	(33,3)	0	171
1057	(33,2)	0	211
1056	(33,1)	0	228
1055	(32,33)	0	172
1054	(32,32)	0	146
1053	(32,31)	1	32
1052	(32,30)	0	144
1051	(32,29)	0	224
1050	(32,28)	0	100000000
1049	(32,27)	0	56
1048	(32,26)	0	93
1047	(32,25)	0	124
1046	(32,24)	0	71
1045	(32,23)	0	92
1044	(32,22)	0	100
1043	(32,21)	0	120
1042	(32,20)	0	102
1041	(32,19)	0	157
1040	(32,18)	0	138
1039	(32,17)	0	156
1038	(32,16)	0	211
1037	(32,15)	0	165
1036	(32,14)	0	126
1035	(32,13)	0	135
1034	(32,12)	0	142
1033	(32,11)	0	126
1032	(32,10)	0	151
1031	(32,9)	0	225
1030	(32,8)	0	198
1029	(32,7)	0	151
1028	(32,6)	0	186
1027	(32,5)	0	138
1026	(32,4)	0	115
1025	(32,3)	0	131
1024	(32,2)	0	84
1023	(32,1)	0	86
1022	(31,33)	0	70
1021	(31,32)	0	108
1020	(31,31)	0	113
1019	(31,30)	1	63
1018	(31,29)	0	128
1017	(31,28)	0	168
1016	(31,27)	0	90
1015	(31,26)	0	100000000
1014	(31,25)	0	97
1013	(31,24)	0	68
1012	(31,23)	0	15
1011	(31,22)	0	36
1010	(31,21)	0	44
1009	(31,20)	0	64
1008	(31,19)	0	46
1007	(31,18)	0	101
1006	(31,17)	0	82
1005	(31,16)	0	100
1004	(31,15)	0	155
1003	(31,14)	0	109
1002	(31,13)	0	70
1001	(31,12)	0	79
1000	(31,11)	0	86
999	(31,10)	0	79
998	(31,9)	0	104
997	(31,8)	0	169
996	(31,7)	0	155
995	(31,6)	0	108
994	(31,5)	0	183
993	(31,4)	0	135
992	(31,3)	0	185
991	(31,2)	0	201
990	(31,1)	0	154
989	(30,33)	0	91
988	(30,32)	0	101
987	(30,31)	0	52
986	(30,30)	0	66
985	(30,29)	1	76
984	(30,28)	0	156
983	(30,27)	0	196
982	(30,26)	0	103
981	(30,25)	0	28
980	(30,24)	0	100000000
979	(30,23)	0	57
978	(30,22)	0	43
977	(30,21)	0	64
976	(30,20)	0	72
975	(30,19)	0	92
974	(30,18)	0	74
973	(30,17)	0	129
972	(30,16)	0	110
971	(30,15)	0	128
970	(30,14)	0	183
969	(30,13)	0	137
968	(30,12)	0	98
967	(30,11)	0	107
966	(30,10)	0	114
965	(30,9)	0	107
964	(30,8)	0	132
963	(30,7)	0	197
962	(30,6)	0	183
961	(30,5)	0	136
960	(30,4)	0	211
959	(30,3)	0	163
958	(30,2)	0	198
957	(30,1)	0	214
956	(29,33)	0	167
955	(29,32)	0	119
954	(29,31)	0	114
953	(29,30)	0	80
952	(29,29)	0	94
951	(29,28)	1	126
950	(29,27)	0	206
949	(29,26)	0	192
948	(29,25)	0	147
947	(29,24)	0	78
946	(29,23)	0	50
945	(29,22)	0	100000000
944	(29,21)	0	93
943	(29,20)	0	114
942	(29,19)	0	122
941	(29,18)	0	129
940	(29,17)	0	95
939	(29,16)	0	116
938	(29,15)	0	131
937	(29,14)	0	165
936	(29,13)	0	209
935	(29,12)	0	174
934	(29,11)	0	148
933	(29,10)	0	157
932	(29,9)	0	164
931	(29,8)	0	157
930	(29,7)	0	182
929	(29,6)	0	234
928	(29,5)	0	233
927	(29,4)	0	186
926	(29,3)	0	261
925	(29,2)	0	213
924	(29,1)	0	225
923	(28,33)	0	256
922	(28,32)	0	217
921	(28,31)	0	169
920	(28,30)	0	164
919	(28,29)	0	130
918	(28,28)	0	144
917	(28,27)	1	94
916	(28,26)	0	174
915	(28,25)	0	162
914	(28,24)	0	121
913	(28,23)	0	46
912	(28,22)	0	82
911	(28,21)	0	53
910	(28,20)	0	100000000
909	(28,19)	0	82
908	(28,18)	0	78
907	(28,17)	0	65
906	(28,16)	0	31
905	(28,15)	0	86
904	(28,14)	0	67
903	(28,13)	0	101
902	(28,12)	0	156
901	(28,11)	0	110
900	(28,10)	0	116
899	(28,9)	0	125
898	(28,8)	0	132
897	(28,7)	0	125
896	(28,6)	0	150
895	(28,5)	0	170
894	(28,4)	0	195
893	(28,3)	0	154
892	(28,2)	0	223
891	(28,1)	0	181
890	(27,33)	0	216
889	(27,32)	0	232
888	(27,31)	0	185
887	(27,30)	0	137
886	(27,29)	0	132
885	(27,28)	0	98
884	(27,27)	0	112
883	(27,26)	1	56
882	(27,25)	0	92
881	(27,24)	0	132
880	(27,23)	0	83
879	(27,22)	0	70
878	(27,21)	0	119
877	(27,20)	0	90
876	(27,19)	0	37
875	(27,18)	0	100000000
874	(27,17)	0	8
873	(27,16)	0	28
872	(27,15)	0	68
871	(27,14)	0	93
870	(27,13)	0	74
869	(27,12)	0	64
868	(27,11)	0	119
867	(27,10)	0	73
866	(27,9)	0	34
